2 1.0 9.584426879882812e-05 0.0 1.998742421468099e-05
7 0.9583333333333334 0.0007518927256266276 0.9120181405895692 0.00040392080942789715
12 0.9438976377952756 0.002731879552205404 0.9035353535353535 0.0016030470530192058
17 0.9364410558230783 0.00704805056254069 0.876837680773667 0.00415802001953125
22 0.9310265652706736 0.013458728790283203 0.8610768019858929 0.008307496706644693
27 0.9270049636001776 0.02373655637105306 0.8429753819072122 0.014219522476196289
32 0.9236997401230846 0.03812122344970703 0.82167260723537 0.0214466651280721
37 0.9254877796315227 0.05804912249247233 0.8100316478033868 0.030314127604166668
42 0.9265641573603786 0.08455856641133626 0.7960281382338646 0.04026985168457031
47 0.9272150779503722 0.11535851160685222 0.7802054441780258 0.049439072608947754
52 0.9275586574157412 0.15351017316182455 0.7656659834168997 0.05966973304748535
57 0.9277078676588482 0.2011710007985433 0.7497643010043565 0.06897159417470296
62 0.9277078676588482 0.25566498438517254 0.7329350075062194 0.07694550355275472
67 0.9277078676588482 0.318085511525472 0.7232204903580746 0.08329435189565022
72 0.9277078676588482 0.40538660685221356 0.7174425875376903 0.08886520067850749
77 0.9277078676588482 0.4809568723042806 0.7145476909824531 0.09241859118143718
